label,source,sentence
shame,emotional_events,I borrowed a gold bracelet without the girl's knowledge. I had it for so long I had to keep it. To this day I feel ashamed at myself for having it. I never wear the thing anymore.
shame,emotional_events,"When someone I know was caught in an \adultery\"" situation."""
shame,emotional_events,When I was about seven or eight I was caught having stolen a doll's dress from my next-door neighbour.
shame,emotional_events,I experienced shame when I failed to keep a promise to meet my friend at the bus depot. He later came and asked me why I had not turned up.
shame,emotional_events,"When I told a girl that I could not take her out that night as I was entertaining my mother who had come from home.  However, I later met this girl with another girlfriend at a hostel where I had taken out another girlfriend of mine."
shame,emotional_events,When I did not inform my friends of my forthcoming birthday.
shame,emotional_events,"When I talked to a psychotherapist for the first time, I started to cry; first I talked to him but he did not say anything and after a while I was crying."
shame,emotional_events,"I told evil lies about a close friend of mine.  I was evil in order to sound jolly, to charm a person whom I wanted to impress.  I sold my friend, I was despicable."
shame,emotional_events,I could not finish my homework on time.
shame,emotional_events,"Going out for dinner, or during one ice-cream and four spoons."
shame,emotional_events,I took my math midterm and got it back the following Wednesday in class. It was a totally low grade.
shame,emotional_events,[ No response.]
shame,emotional_events,I felt shame when I discontinued my education for eight months.
shame,emotional_events,When I went to the sauna for the first time and there were men and women.
shame,emotional_events,When the cast general election resulted in Norway getting a conservative government.
shame,emotional_events,Can't think of any.
shame,emotional_events,The first time that I had to go up on the stage to give a speech.
shame,emotional_events,"I criticised an action of my mother and for the first time she genuinely took notice of it. I felt shame that I was almost taking the part of a husband, or at least an equal which I should not."
shame,emotional_events,When I was a school girl and I copied at a class work.
shame,emotional_events,When I was young I felt ashamed when our relatives visited us and I hid myself.
shame,emotional_events,When I broke a tea saucer. I felt ashamed. This was during the birthday of my girlfriend.
shame,emotional_events,"I tried to pass an examination particularly well, but I did it worse than ever. I felt ashamed."
shame,emotional_events,When I have a plain appearance.
shame,emotional_events,I once proposed my own niece whom I did not know but I discovered after she was my girlfriend.
shame,emotional_events,Not doing well in examns which I should do well (English examns).
shame,emotional_events,"I was ashamed of the way I deceived that I could not help a friend, although it was absolutely possible for me. Nothing was revealed but I haven't called up this person since then."
shame,emotional_events,When I told a lie to a friend of my sister on April fool's day.  She later came to see me and told me that it was a very foolish thing to do.
shame,emotional_events,When I was not in a position to control myself.  I had said too much and had been cruel with no other than my mother.
shame,emotional_events,"When I got my fingers stuck in one of the side holes of the door, in the tube."
shame,emotional_events,When I fell head on in a fountain.
shame,emotional_events,During my childhood I once lied and my sister found out.
shame,emotional_events,I got pass marks in the H.S.S compulsory courses while most people performed well.
shame,emotional_events,I thought of myself as being clumsy when I made love for the first time with a girl.
shame,emotional_events,I was drinking a glass of wine and eating something when there suddenly appeared pictures about the famine in some parts of Africa.
shame,emotional_events,"I was jerking me off in my bedroom, when suddenly, my mother came in. She looked at me and immediately left the room."
shame,emotional_events,Telling a lie.
shame,emotional_events,One day I was the leader of the weekly meeting of the Church fellowship.  That day I had been preparing for the exams and did not estimate the time to travel to the church right and I was twenty minutes late.  As I had not prepared well I led the meeting badly.  I was ashamed of myself.
shame,emotional_events,"During an informal discussion I contributed a lot even though I had not spent much time studying.  Whenever someone said that someone was not paying attention, or that he had too many other things to do, or that the persoon was not trying his best, I would feel ashamed."
shame,emotional_events,"I had to go to the doctor's because of a veneral disease. I told the doctor that I must have been infected by my boy-friend. This was not true, but I was ashamed to tell the truth."
shame,emotional_events,Being criticized by teacher in public.
shame,emotional_events,"When, for example, I fail in my undertakings."
shame,emotional_events,"When I was little and didn't own up to placing a lolly on the varnish, this pulled it all off and I didn't admit my guilt."
shame,emotional_events,In a fight with my girlfriend in a luncheonette where everybody stared at me in such a way that I had to leave it.
shame,emotional_events,When inadvertantly I found myself in the ladies room.
shame,emotional_events,"A few days back I had a tutorial class and the teacher randomly assigned one person in each group to make a presentation.  The discussion in our group had been confused and the presentation was not very well prepared.  Unfortunately I was selected to present and I could not keep calm, was confused and result was very poor.  I really felt ashamed."
shame,emotional_events,"I had promised to lend something to my mother-in-law and I forgot it a couple of times.  When she asked me about it the third time, I was ashamed at my absent-mindedness."
shame,emotional_events,"I was eating in a very nice restaurant, when the servant asked whether I liked the food I told him that I liked it but that there was one thing which wasn't so good. The servant than worked very hard to make it good."
shame,emotional_events,I was walking outside the union refec after rain when I tripped and fell.
shame,emotional_events,"When I sat in the wrong discussion section in the beginning of the semester. I insisted on being in the right section and the TA's list should have included my name. When I found out that I was in the wrong, I apologized, turned red and left."
shame,emotional_events,"I was learning judo and my instructor wanted me to assist him in teaching girls judo at a suburban college.  I was just a beginer, and he made me a green belt so that I would be able to command respect.  This was against my principles, and yet I allowed myself to listen to him.  I gave it up soon after, however I felt very ashamed at not sticking to my principles and at not having put my foot down earlier."
shame,emotional_events,When I swindled money out of someone.
shame,emotional_events,I am troubled by hair growing in my neck. I was troubled by this for a long time and was much ashamed when someone brought his/her hands close to my face.
shame,emotional_events,"I woke up at the house of someone I knew, not remembering very much about what had been said or done during the party on the previous night."
shame,emotional_events,A few days back I had to ask a professor a ridiculous question because I had lost at a game of cards and had to pay a forfeit.
shame,emotional_events,Stealing money from my parents when I was young.
shame,emotional_events,Failing in the English language exam.
shame,emotional_events,"One day when I came back home, I found my favourite dish broken.  I blamed the servant for it, later I found out that it was not the servant but my daughter who had broken it."
shame,emotional_events,"The time I shouted at most of my friends at a party.  It was as if  all my friends had done something wrong, or may be it was the influence of the beer."
shame,emotional_events,It was my father's birthday party when I was asked to bring a tray of tea and other drinks.
shame,emotional_events,During a party I overheard a conversation about china. When I wanted to give my opinion one of the people came out to be Chinese and his opinion was right of course.
shame,emotional_events,Meeting other friends who got in the good universities.
shame,emotional_events,It was during a school holiday - I was found necking a girl in my room by my father.
shame,emotional_events,When I got 1 mark in an Abnormal Psychology exam.
shame,emotional_events,"I feel shame when sometimes, (unconsciously) I behave unethically and without understanding the problems of the man I love."
shame,emotional_events,I was very fat and felt absolutely unwell. I was afraid of leaving the house and getting to know new people.
shame,emotional_events,It was when my father caught me with a girl in dark corners and asked me what I was doing there.
shame,emotional_events,I failed an exam which I thought I would certainly pass.
shame,emotional_events,"When I was detained one day in school, by the vice-principal, for indiscipline."
shame,emotional_events,Not being able to answer question in a seminar.
shame,emotional_events,"I had been rude to my mother at a time when she needed comforting, not anger (death of my sister)."
shame,emotional_events,"One day mother slaughtered a chicken for a brother who had come back for holiday. In everybody's absence I opened the foodstore and ate all internal organs of the chicken. When mother discovered, we were all called and I was found with hands stained with soup. I was ashamed being the eldest of all in the family."
shame,emotional_events,I was wearing slippery shoes and I tumbled down in a place where there were many people walking by.
shame,emotional_events,When I saw my father coming out of the bathroom. He thought that he was alone at home and came out without his clothes.
shame,emotional_events,[ No response.]
shame,emotional_events,"At primary school, when I vomited in front of others in the middle  of a lesson."
shame,emotional_events,The same for guilt would apply.
shame,emotional_events,Once a female classmate told me that the clothes I wore seemed to be a child's clothes.  On hearing this I felt a little ashamed and I criticized her clothes though there was nothing wrong with them.
shame,emotional_events,A month ago I turned in an English paper in late after I had already had a previous paper late and promised not to do it again.
shame,emotional_events,"This was when I was discovered stealing a piece of bread at home, I was very hungry a few hours before supper."
shame,emotional_events,At school - being whipped by the teacher in front of the class.
shame,emotional_events,"My boyfriend's mother, whom I had not met earlier, made an unexpected visit.  I was lying lazily on the bed, reading a newspaper and my boyfriend was studying."
shame,emotional_events,When I got drunk at a party and made a fool of myself by vomitting all over the place and insulting the people who were there with me.
shame,emotional_events,I made a joke about the rat of a boy. I compared his rat with a sausage. I told the boy he had a delicious sausage.
shame,emotional_events,When I had been angry at my friend without any reason.
shame,emotional_events,"I was taking place in an anti nuclear protest and was shouting protest loudly to some American sailors of the U.S. Texas submarine. A guy came up to me and said that's your brother screaming at, I felt shame and I realized screaming at another person isn't good protesting. Now I'm a silent protester."
shame,emotional_events,"I lied, to be precise I cancelled a meeting with a good friend."
shame,emotional_events,"I tried after months to begin talking to my boyfriend again. He ignored me. I felt I had lowered my pride and became his \doormat\""."""
shame,emotional_events,My sister was afraid of her husband.
shame,emotional_events,Every time I was around this one person I would stick my foot in my mouth by being nasty. One time I accidently said something fairly cruel that was totally inappropriate.
shame,emotional_events,That was what I felt when I told my first lie and then was cought.
shame,emotional_events,"When I accused unjustly a person of robbery, who proved me the contrary, almost caused a public fight."
shame,emotional_events,My girlfriend was away visiting another city and I brought another girl home. Next morning when I started getting sober I felt quite ashamed of myself.
shame,emotional_events,An out-patient asked me to read for him a certain prescription but I was unable to do so. The patient was dissappointed and lost hope in me.
shame,emotional_events,It was my birthday and all the members of the group made me a surprise in a public place at 10 p.m. giving me flowers and suvenirs.
shame,emotional_events,When a friend told me a story and I stayed dumb because I had no story to tell.
shame,emotional_events,"In the past I experienced this feeling almost all the time - wherever I went, in different sutuations. I was small and I had to be taken to kindergarten, but me the fool didn't dare to tell exactly where, finally as a result I was late."
shame,emotional_events,"I had written a \love-letter\"" to a class-mate of mine, this was á|meant to be a joke.  Unfortunately it fell in the wrong hands  á|and I had to face the consequences."""
shame,emotional_events,Did not finish homework.
shame,emotional_events,When I failed the M.S.C exam.
shame,emotional_events,I travelled on a bus and I forgot to punch the ticket. A ticket collector came in and I had to pay the fine. I did it with a feeling of shame.
shame,emotional_events,When I got 1/2 out of 15 in Abnormal Psychology I felt ashamed.
shame,emotional_events,When I was in the canteen of the United college I mistook a stranger for a classmate as I was not wearing my glasses.  I realized that I had made this mistake when I saw him again carefully.
shame,emotional_events,"I look up to my Karate-teacher. When I came to a training lesson after I had not trained for one week, I was totally stiff. I was ashamed."
shame,emotional_events,Once my presentation was the worst among my classmates as I had not prepared it well and had not seen it as important.  My presentation was so confused that it clearly showed my poor preparation.
shame,emotional_events,China cannot let you give more lectures because you are needed in the specialist clinics. We are so backward in medicine.
shame,emotional_events,"A girl in our class was nicknamed \fatsy\"". Later, I heard that á|she suffered from diabetes mellitus."""
shame,emotional_events,"A day when I was getting out of the shower I covered only the front part of my body with a towel (I was 7 years old), and I didn't see that my cousin was in the room."
shame,emotional_events,Finding out that I was deceived by my friend.
shame,emotional_events,When I made a fool at an examination.
shame,emotional_events,I insulted the girl to whom I had proposed when she turned me down.
shame,emotional_events,In an express bus I sat on a seat meant for senior citizens and invalids.
shame,emotional_events,"When, as an adult I have been caught lying or behaving badly."
shame,emotional_events,Finding out about Chinese money cannot buy foreign journals.
shame,emotional_events,When we received  our academic result I learnt that my  results were bad as I had not done my best.  The results of my accquaintances were good and when they asked me about my results I really did not want to answer.
shame,emotional_events,When parents of a certain girl refused to let me marry their daughter because I was not fit to do so yet the girl accepted everything and later she followed what her parents insisted and she told me never to talk to her again.
shame,emotional_events,At a friend's party there were several allusions to my sexual adventures.
shame,emotional_events,[ No response.]
shame,emotional_events,"The mother of a small child found me shaking the child in exasperation, because I couldn't get it to sleep."
shame,emotional_events,Once as a school girl I was copying at a class work and my teacher spotted me.
shame,emotional_events,At a cross-country race I wanted to take a short-cut (which is not allowed). I was caught and disqualified. All my friends had observed that.
shame,emotional_events,Haven't felt shame for ages.
shame,emotional_events,I took a girl out once and discovered that she was going around with one of my close friends.
shame,emotional_events,During a meeting I said something wrong and the others laughed at me.
shame,emotional_events,When unjustified hurting other people.
shame,emotional_events,"I was supposed to go out with my girlfriend one Saturday night, but I got really drunk with some friends earlier that afternoon and evening. So, I totally forgot about going out with my girlfriend. She showed up the next day, and that was when I remembered."
shame,emotional_events,We were discussing a subject ( I knew very little about it) and I was holding my ground.  They showed me that I was wrong.
shame,emotional_events,"I talk too much, cannot keep things secret. I promised a friend not to tell something to anybody. Neverthless, I did, and she got informed about it. I felt very ashamed."
shame,emotional_events,I thought I had taken a decision but I hesitated.
shame,emotional_events,I made a major mistake while learning how to use a computer programme and the teacher criticized me.
shame,emotional_events,When I was a child I had to recite a poem in a show at the end of the term.
shame,emotional_events,I had misbehaved at a party and did not wish to meet the person in question later.
shame,emotional_events,About a dozen girls laughed at me and I was sure that there was nothing wrong with me.
shame,emotional_events,"I had something wrong, saying wrong things and being impolite to someone, and this had embarrassed the this person.  And I still meet the person."
shame,emotional_events,When I overslept for the second time on the day I had an examination.
shame,emotional_events,I had subscribed for this test. We were informed by our secretary where the test took place. We went over there and thought there was a course. So we went back again I felt ashamed that the secretary again should see me.
shame,emotional_events,We where in a bar and my friend had a fight with some guys who were in the table aside.
shame,emotional_events,When I had not been accepted to a college which I dreamed of going to. I felt that I had let myself and my parents down.
shame,emotional_events,I did bad on a test I didn't study for.
shame,emotional_events,When my mum learnt that I had beaten up someone in a fight.
shame,emotional_events,"I stayed at home for a period because I felt depressive and I neglected my study when people adked me, I told them that I had freeterm and studied hard. I felt ashamed for my behavior and lies."
shame,emotional_events,"On New Year's Eve, when I went to the house of my girlfriend's parents to meet them."
shame,emotional_events,When I tried to steal a book from the bookshop and was caught.
shame,emotional_events,A teacher spent a lot of time helping me without wanting to be paid for it. For the exam I didn't got a good grade and I felt ashamed.
shame,emotional_events,"A man asked me: \May I sleep in your stairway?\""  and I answered á|\""No\""."""
shame,emotional_events,The day after the night I drank too much at a party.
shame,emotional_events,When I was a child it was found out that I had taken off my clothes outdoors.  It was summer and my friend and I were out in the woods.  It had felt exciting at that time.  My parents discovered that my trousers were back to front and I felt ashamed.
shame,emotional_events,"When I realised that I had become too emotionally involved with the person I'm going out with, and when I began to like someone else and questioned whether I really care about person I'm with."
shame,emotional_events,I bought a possible answer to a homework problem which was completely inapplicable to the question due to my not having read about the subject matter.
shame,emotional_events,When I was given detention at secondary school.
shame,emotional_events,Once I had torn a few pages off a library book and I felt ashamed at this.
shame,emotional_events,"My father was a member of the public Alcohol and Drugs Board, when I was picked up by the police for being drunk in a public place."
shame,emotional_events,"Last Summer I went camping with some C.U students.  As I was working then, I had to leave the second night (some of them had joined us the first night).  Next morning, 6 o'clock, a female classmate knocked on our door and tried to wake us up.  I was not fully conscious and I said something which I should not have.  I realized the trouble I had made and wanted to hide.  Later I said sorry to her and the matter came to an end."
shame,emotional_events,I put my head into the pullover of a girl to see her breasts. The girl looked at me so that I felt ashamed.
shame,emotional_events,When I realized that I had a hole in my trousers after having gone for a walk.
shame,emotional_events,"When I was leaving home I decided to leave without saying good-bye to my young brother.  My brother saw me and said,        \ Will you not say good-bye to me?\""  He is only 31/2 years old. """
shame,emotional_events,When I proposed love to a girl and she turned me down.
shame,emotional_events,I felt shame when I saw someone I knew and pretended not to see her. Later she saw me and said hi.
shame,emotional_events,Forgot to do some shopping that I had promised to do.
shame,emotional_events,When I forgot about a meeting at work.
shame,emotional_events,"A truth expressed unthinkingly at a coffee party.  I realized later that I had been inconsiderate, at a wrong moment and the wrong place."
shame,emotional_events,The mother of a friend of mine passed by me and saw me sitting on a boy's lap.  I tried to greet her but could not help blushing.
shame,emotional_events,"During carnaval I danced for a few minutes normally I don't dance because I am rigid in my moving around during a dance, I stopped very soon."
shame,emotional_events,During the English lesson we were required to do a play.  A few days after doing it the teacher asked us to do it again at a meeting  and I forgot my part.
shame,emotional_events,"I had high-heeled shoes one time, but a certain girl who saw the shoes told me that they were out of fashion and I looked as an old man when I was in those shoes."
shame,emotional_events,I greeted and embraced the wrong person thinking that it was my friend.
shame,emotional_events,The girl with whom I was going around had been forbidden to be alone with me in the house.  We paid no attention to this prohibition but one day her parents appeared and I jumped out of the window.  They saw me.
shame,emotional_events,"The day my boyfriend saw and touched my breasts when I was without my shirt, only with my pants."
shame,emotional_events,One day in the TYBA class the teacher asked me a very simple question which I could not answer.  Finally the teacher himself gave us the answer and my friends started laughing at me as I had not been able to answer a simple question.  I knew the answer but feared that my response may be wrong.  All this made me feel ashamed of myself.
shame,emotional_events,"I am ashamed when I am not ready for my seminar in internal diseases, simply because the assistant professor is a person who deserves high respect."
shame,emotional_events,"Put down by my father - at a family outing at mutual family friends dinner. Told \Not to Speak\"". The attitude by him was á|negative/I was in mid 20s, I had done many things - a wide range á|of experiences. Probably greater than he."""
shame,emotional_events,I had to pay a fine because of speeding.
shame,emotional_events,In class I had to say something aloud and people reacted  by laughing.
shame,emotional_events,"I felt ashamed when a friend, I had always respected, insulted me in public.  He was drunk."
shame,emotional_events,It was the time when everybody spoke about and discussed Hainburg. I was also asked for my opinion. I was ashamed because I had no firm view of the whole thing and therefor was not able to join the conversation.
shame,emotional_events,My love proposal was turned down by a lady I really loved.
shame,emotional_events,I was double crossing my fiancee and one day she caught me red handed.  She forgave me later.  I was very ashamed of what I had done.
shame,emotional_events,My article not chosen by the college newspaper
shame,emotional_events,"I was alone in the bus when I tripped and fell, and dropped all my papers."
shame,emotional_events,During my Highschool time I was chairman of the student's comitee. In this function I once had to make a speech to a large audience and I was very nervous. After three sentences I forgot my text.
shame,emotional_events,The people on my floor last year were very close. This year 4 of our best friends live together in an apartment. My boyfriend and I dropped by on one of their birthdays and stayed for dinner. Two other people had already been invited and I felt uncomfortable and unwanted. Then I realized I was the one who always called them and they rarely call me.
shame,emotional_events,I fell off a bike in the presence of a lot of people.
shame,emotional_events,[ No response.]
shame,emotional_events,I was in a bus with my school material when I fell and sat on the lap of another passenger.
shame,emotional_events,"After lot of explanation, to fail in my work."
shame,emotional_events,"[ Sorry, I was never ashamed about anything in my life.]"
shame,emotional_events,I was ashamed when a certain friend of mine I used to move with failed to propose to a lady yet we always said to ourselves no lady can refuse our proposal.
shame,emotional_events,My aunt phoned me to ask me why I had refused the her invitation to dinner at her home on the New Year's Eve.
shame,emotional_events,When I found out my roommate had been talking behind my back about very personal things.
shame,emotional_events,Not doing well in the examn.
shame,emotional_events,When I had to act alone a character for a public (40 people).
shame,emotional_events,Criticized in front of the class.
shame,emotional_events,When I went to explain to a lecturer whom I liked that the work expected of me was not going to be in.
shame,emotional_events,It was when we were beaten or lost the football match by 5-1 and then I scored the third goal to my own side.
shame,emotional_events,My girl-friend and I live in one flat with another couple. We get along very well and usually we share everything. Once we two were sitting in our room and eating a cake when the others came in.
shame,emotional_events,[ No response.]
shame,emotional_events,"I went for a walk with a very close friend; we were talking about our problems, I told her lies."
shame,emotional_events,I was examined by a teacher I greatly respected. I was well prepared on the subjects but he put some side-issues to me and I couldn't answer.
shame,emotional_events,A girl I was with yelled something out to this group of guys I knew. It sounded really childish.
shame,emotional_events,When I had a Latin examination in school.
shame,emotional_events,"I feel shame when I have made a promise, I can't keep it and this has negative effects which are caused by my behavior."
shame,emotional_events,One night I had a sexual intercourse with another man.  My sexual desire and my curiosity had made me jump into bed with him.  I am ashamed of myself now.
shame,emotional_events,Finding out that China does not have enough foreign currency to buy books.
shame,emotional_events,"When I asked my classmate to teach me to do my homework, he asked me to study by myself first but I did not do it.  When he asked me  if I had studied, I felt very ashamed."
shame,emotional_events,"When a lady I was flirting with told all my class-mates that she was in second year while I was in first year, everyone laughed and started looking at me."
shame,emotional_events,Being sexually assulted in public.
shame,emotional_events,Failing in an examn because of lazyness.
shame,emotional_events,"Recently, I left my bag in the car of someone who picked me up while hitch-hiking. I spent some effort to find out where he lived (I succeeded)."
shame,emotional_events,"On New Years eve I drank too much alcohol, so much that I had to vomit in the presence of other people."
shame,emotional_events,When coming up for trial because of shop lifting.
shame,emotional_events,Failed to recagnize a friend on the street.
shame,emotional_events,"Upon returning from a journey of about two weeks duration, I found that a collection of pornographic literature had been removed from my room I had previously thought that no one was aware of the existence of this material."
shame,emotional_events,After a party in which I made love with a boy in public. Later on I heard that others were talking about me and called me a slut.
shame,emotional_events,"I feel guilty as I am not working, and even my studies are not progressing."
shame,emotional_events,We were writing Primary school leaving Examinations when I had fallen at the steps going into the Exam room.
shame,emotional_events,Not being able to have a party at home with friends.
shame,emotional_events,"I was talking to a friend of mine about our parents and education.  I said something and then realized that I did not know my friend's parents, their motives and education.  I felt ashamed at having talked about something I did not know anything about."
shame,emotional_events,My first girlfriend. I had the feeling that she was going out with me only because of my defect.
shame,emotional_events,[ Do not remember any situation of that kind.]
shame,emotional_events,A conflict with a pupil and there were probatory teachers present.
shame,emotional_events,A much older man took advantage of me during my childhood (four to eight years of age).
shame,emotional_events,"When I was in the 12th standard, I could not speak English.  One day, while  talking with my relatives I used a wrong word and  my cousin corrected me, believing that I did not know English.  I really felt ashamed then.á"
shame,emotional_events,Our teacher had invited us to lunch and once at the canteen we started introducing ourselves.  Two of the boys showed a lot of interest in knowing personal details and then they started talking about some activities held in the college.  I had little interest in those activities so I talked to another student sitting next to me as I was afraid that they would ask me questions on those activities.
shame,emotional_events,[ No response.]
shame,emotional_events,When I inadvertantly entered the ladies room and met some girls on my way out.
shame,emotional_events,I ride my motorbike in my village and everyone stares at me as if I was a rare specimen.
shame,emotional_events,Insulted my girlfriend during a peptalk.
shame,emotional_events,I wore a dirty dress a certain day I was going to town I met an old friend who made a comment about my dress so I felt ashamed.
shame,emotional_events,Teacher suspected me stealing money.
shame,emotional_events,NO RESPONSE
shame,emotional_events,When my first sexual intercourse turned out to be a flop.  I was in a panic and ended up without an erection.
shame,emotional_events,I was given the task to learn a page of music text for a small part. But I had forgotten all about it and I felt quite awkward when I had to show what I had prepared.
shame,emotional_events,I feel ashamed when I am praised.
shame,emotional_events,"I was talking badly about a person to some friends, and discovered that his daughter was listening."
shame,emotional_events,I was really shameful when my mother beat me in the presence of my friends because I didn't cook lunch up until 2 o'clock.
shame,emotional_events,When I met a friend of mine after several months.
shame,emotional_events,Taking part in the mobbing of some girls in my class in primary school.
shame,emotional_events,When my sister became pregnant at UNZA last year.
shame,emotional_events,Caught cheating on a diet.
shame,emotional_events,"One of my best friends'fiancT broke off the relationship because his feelings for me were stronger than for her. I felt the same for him, but did not really encourage him to leave her or stay with her - still felt shame."
shame,emotional_events,Once I went home totally drunk and roused all our neighbours from sleep.
shame,emotional_events,When I stole a packet of cigarettes from a neighbour  and the next day I owned up and returned it.
shame,emotional_events,When I was unable to respond to a welcome in my indigenous language of Maori at an important function where I was the only woman in the group and it was expected of me.
shame,emotional_events,When I got a bad result for one of my assignments.
shame,emotional_events,When the brother-in-law of a girlfriend of mine found us in a bedroom with clothes and panties spread all over the place.
shame,emotional_events,Acting in a play at the orientation camp made me feel timid.
shame,emotional_events,"I had an intimate relation with my boyfriend, but unfortunately we had sexual problems; therefore I deceived him, but I was ashamed when I told my friend about it."
shame,emotional_events,When I dropped a bottle in the state liquor store and everyboby started laughing.
shame,emotional_events,"When I had insulted my father two years back, at that time I was very angry due to some reasons."
shame,emotional_events,My mother and my grandmother were talking about one of my grandmother's friends whom I hardly know. I gave some deprecatory comments on him whereupon my grandmother told me that the man had died recently.
shame,emotional_events,We were at a football match and when we were leaving the stadium (the stadium was packed with people) and I lost my shoe in the crowd. Our attempts to find it didn't give any result and I had to go home without one shoe. In other words to cross the whole town !
shame,emotional_events,"[ I was not, I am not, I will never ever feel ashamed of myself for something I have done.]"
shame,emotional_events,Telling friends about how my parents had been treating my brothers and sisters unfairly.
shame,emotional_events,When I arrived too late at a meeting of mentor (the night before the introduction of novices on the University start).
shame,emotional_events,Failed in a piblic argument.
shame,emotional_events,First time going out with a boy and other people laughed at us.
shame,emotional_events,After shouting at a friend.
shame,emotional_events,It was a shameful moment when I heard that I had failed my Primary School leaving Certificate Exam in 1978. My girlfriend was there when the news was released.
shame,emotional_events,"I was at a children's camp abroad. The people (the leaders, my coevals) were very king to us. One night we smeared our foreign friends with tooth-paste while they were sleeping and then we roused the whole camp by our shouts. Later I was so sorry. I didn't utter a word for two days, then I went to apologize."
shame,emotional_events,[ Do not know.]
shame,emotional_events,"When I complained to my mother about how untidy the kitchen loooked, she boxed my ears ( this had never happened before)."
shame,emotional_events,I was ashamed to tell my mother that I fell down with a bicycle.
shame,emotional_events,When the teacher asked me to read my composition that was the homework I stood up and invented one because I hadn't done it. A colleague saw that in my copy book there was nothing written and he accused me and so I was called in the director's room.
shame,emotional_events,[ Same as above - friends who torture animals.]
shame,emotional_events,When my mother surprised me while masturbating.
shame,emotional_events,My little brother was arrested by the police at the railway station after he had drunk some beer.
shame,emotional_events,I was complaining about calling people whom I didn't know. I forgot that the purpose is to invite people for dinner and get to know them.
shame,emotional_events,"An argument that grew out of an ordinary conversation with a person very close to me, when we should have been having a good time together."
shame,emotional_events,When I realized that I was directing the feelings of discontent with myself at my partner and this way was trying to put the blame on him instead of sorting out my own feeliings.
shame,emotional_events,My guilty behaviour was found out by others.
shame,emotional_events,I told my primary teacher I hadn't done my homework as my mother was in a car accident. My teacher rang that night to see how my mother was - she was fine i.e. no accident !
shame,emotional_events,When you betray the trust you have been given. This is connected with copying at a class-work at school.
shame,emotional_events,"When I had come home drunk the day after a party, I felt very ashamed in front of my parents."
shame,emotional_events,When I realized that I was pregnant.  I thought about what my relatives and friends would think about me and I felt a lot of self pity.
shame,emotional_events,When I noticed that a person I found attractive had seen me picking my nose.
shame,emotional_events,"There is one thing which makes me feel shameful,  when I see friends of my age group working and earning a lot, when I am still studying.  A friend I met a week ago after a period of 5 years is earning more than Rs 3000/ month."
shame,emotional_events,My father was very angry with another man in the presence of my friends.
shame,emotional_events,My cousin and I were at the farm and at night we drunk like fools and made a lot of noise.  We had drunk two much of wine.
shame,emotional_events,I lied to my best friend and I wouldn't reform what I had done.
shame,emotional_events,During the lesson the teacher called me and asked me if I had reported that I was late.  I pretended that I had but looking at her eyes I knew that she knew that I was lying.  I thought that it was really bad luck that she had examined the list of the students who were late.
shame,emotional_events,I was ashamed one day when we were found stealing and roasting maize cobs from Agricultural experimental projects.
